PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
1629627,22,Zion Williamson,1610612740,NOP,57,30.9,8.9,15.3,0.584,0.1,0.2,0.357,4.7,6.7,0.701,1.8,4.0,5.8,5.0,0.9,0.6,2.5,22.7,24.2
1631094,23,Paolo Banchero,1610612753,ORL,67,34.8,8.1,17.4,0.466,1.5,4.1,0.368,5.0,7.0,0.712,1.1,5.6,6.7,5.3,1.0,0.6,3.1,22.7,21.8
1628991,24,Jaren Jackson Jr.,1610612763,MEM,60,32.2,7.8,17.5,0.446,1.8,5.6,0.327,5.1,6.3,0.81,1.2,4.3,5.5,2.3,1.1,1.6,2.5,22.5,19.7
202331,25,Paul George,1610612746,LAC,62,34.2,7.9,16.9,0.465,3.3,8.2,0.402,3.4,3.8,0.893,0.5,4.8,5.3,3.7,1.6,0.5,2.0,22.4,21.9
1628398,26,Kyle Kuzma,1610612764,WAS,65,32.2,8.7,18.7,0.465,2.2,6.6,0.336,2.7,3.5,0.784,1.0,5.6,6.5,4.2,0.5,0.7,2.7,22.4,20.8
1630595,27,Cade Cunningham,1610612765,DET,58,33.6,8.3,18.5,0.449,1.9,5.4,0.35,3.7,4.3,0.865,0.5,3.8,4.3,7.6,0.8,0.4,3.5,22.2,21.1
1627749,28,Dejounte Murray,1610612737,ATL,65,35.3,8.4,18.2,0.463,2.4,6.7,0.362,2.8,3.5,0.811,0.7,4.4,5.2,5.9,1.4,0.3,2.4,22.1,22.1
1626157,29,Karl-Anthony Towns,1610612750,MIN,60,32.8,7.9,15.5,0.506,2.2,5.3,0.423,4.2,4.8,0.874,1.5,6.9,8.4,3.0,0.7,0.7,2.8,22.1,23.8
1627783,30,Pascal Siakam,1610612754,IND,68,33.8,8.4,15.8,0.534,1.1,3.3,0.339,3.6,4.9,0.734,1.6,5.2,6.8,4.5,0.9,0.3,1.8,21.6,23.6
1630560,31,Cam Thomas,1610612751,BKN,54,30.3,7.8,17.6,0.442,2.1,5.7,0.366,3.9,4.6,0.841,0.4,2.7,3.1,2.7,0.7,0.2,1.8,21.5,16.0
1628970,32,Miles Bridges,1610612766,CHA,58,37.6,8.2,17.9,0.458,2.3,6.6,0.35,2.5,3.1,0.825,1.0,6.5,7.5,3.4,1.0,0.5,2.0,21.2,21.4
1630578,33,Alperen Sengun,1610612745,HOU,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,3.9,5.6,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,21.1,25.9
1627742,34,Brandon Ingram,1610612740,NOP,62,33.2,7.9,16.1,0.489,1.4,3.8,0.357,4.0,5.0,0.801,0.7,4.4,5.1,5.8,0.8,0.6,2.6,21.0,21.6
203924,35,Jerami Grant,1610612757,POR,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,21.0,16.9
1627750,36,Jamal Murray,1610612743,DEN,53,32.1,7.9,16.6,0.475,2.4,5.7,0.419,2.7,3.2,0.851,0.7,3.4,4.1,6.7,0.9,0.6,2.1,20.9,22.0
